Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stepen urbanizacije,Value
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,24.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,36.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,14.3
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,20.4
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,32.6
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,25.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,27.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,11.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,16.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,23.2
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,22.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,32.7
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,10.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,15.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,20.8
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,37.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,12.6
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,17.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,72.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,30.4
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,23.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,27.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,16.0
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,22.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,29.2
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,27.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,30.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,15.5
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,22.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,23.8
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,28.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,34.6
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,16.5
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,23.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,35.6
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,26.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Urbano,27.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,49.6
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,51.4
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,35.6
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,41.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,58.8
2022,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,55.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,57.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,52.5
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,53.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,35.4
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,43.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,59.8
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,57.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,46.6
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,48.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,35.8
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,39.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,57.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,57.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,49.8
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,47.4
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,32.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,41.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,59.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,54.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,51.3
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Traženje informacija o zdravlju (o povredama, bolesti, ishrani, itd.)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,47.8
